"project","class","year","area_ha","type"
"corpochivor","Schrub",2005,1,"landuse"
"corpochivor","Savanna",2005,1264,"landuse"
"corpochivor","Grassland",2005,18,"landuse"
"corpochivor","Wetland",2005,13,"landuse"
"corpochivor","Forest",2006,1013,"landuse"
"corpochivor","Schrub",2006,1,"landuse"
"corpochivor","Savanna",2006,1273,"landuse"
"corpochivor","Grassland",2006,18,"landuse"
"corpochivor","Forest",2007,1037,"landuse"
"corpochivor","Schrub",2007,1,"landuse"
"corpochivor","Savanna",2007,1249,"landuse"
"corpochivor","Grassland",2007,18,"landuse"
"corpochivor","Forest",2008,1057,"landuse"
"corpochivor","Savanna",2008,1230,"landuse"
"corpochivor","Grassland",2008,18,"landuse"
"corpochivor","Forest",2009,1055,"landuse"
"corpochivor","Savanna",2009,1232,"landuse"
"corpochivor","Grassland",2009,18,"landuse"
"corpochivor","Forest",2010,1033,"landuse"
"corpochivor","Savanna",2010,1254,"landuse"
"corpochivor","Grassland",2010,18,"landuse"
"corpochivor","Forest",2011,1047,"landuse"
"corpochivor","Savanna",2011,1240,"landuse"
"corpochivor","Grassland",2011,18,"landuse"
"corpochivor","Forest",2012,1042,"landuse"
"corpochivor","Savanna",2012,1245,"landuse"
"corpochivor","Grassland",2012,18,"landuse"
"corpochivor","Forest",2013,1043,"landuse"
"corpochivor","Savanna",2013,1244,"landuse"
"corpochivor","Grassland",2013,18,"landuse"
"corpochivor","Forest",2014,1042,"landuse"
"corpochivor","Savanna",2014,1245,"landuse"
"corpochivor","Grassland",2014,18,"landuse"
"corpochivor","Forest",2015,1031,"landuse"
"corpochivor","Savanna",2015,1249,"landuse"
"corpochivor","Grassland",2015,25,"landuse"
"corpochivor","Forest",2016,1022,"landuse"
"corpochivor","Savanna",2016,1258,"landuse"
"corpochivor","Grassland",2016,25,"landuse"
"corpochivor","Forest",2017,1035,"landuse"
"corpochivor","Savanna",2017,1239,"landuse"
"corpochivor","Grassland",2017,18,"landuse"
"corpochivor","Wetland",2017,13,"landuse"
"corpochivor","Forest",2018,1012,"landuse"
"corpochivor","Savanna",2018,1264,"landuse"
"corpochivor","Grassland",2018,16,"landuse"
"corpochivor","Wetland",2018,13,"landuse"
"corpochivor","Forest",2019,977,"landuse"
"corpochivor","Savanna",2019,1312,"landuse"
"corpochivor","Grassland",2019,16,"landuse"
"corpochivor","Forest",2020,1014,"landuse"
"corpochivor","Savanna",2020,1275,"landuse"
"corpochivor","Grassland",2020,16,"landuse"
"galilea","Cropland",2017,22683,"vocation"
"galilea","Savanna",2017,10,"vocation"
"galilea","Forest",2017,10706,"vocation"
"galilea","Forest",2001,23554,"landuse"
"galilea","Schrub",2001,1719,"landuse"
"galilea","Savanna",2001,1810,"landuse"
"galilea","Grassland",2001,5085,"landuse"
"galilea","Wetland",2001,152,"landuse"
"galilea","Cropland",2001,1079,"landuse"
"galilea","Forest",2002,23836,"landuse"
"galilea","Schrub",2002,1615,"landuse"
"galilea","Savanna",2002,1705,"landuse"
"galilea","Grassland",2002,4969,"landuse"
"galilea","Wetland",2002,219,"landuse"
"galilea","Cropland",2002,1055,"landuse"
"galilea","Forest",2003,23974,"landuse"
"galilea","Schrub",2003,1615,"landuse"
"galilea","Savanna",2003,1681,"landuse"
"galilea","Grassland",2003,4848,"landuse"
"galilea","Wetland",2003,226,"landuse"
"galilea","Cropland",2003,1055,"landuse"
"galilea","Forest",2004,23491,"landuse"
"galilea","Schrub",2004,1632,"landuse"
"galilea","Savanna",2004,1980,"landuse"
"galilea","Grassland",2004,4831,"landuse"
"galilea","Wetland",2004,430,"landuse"
"galilea","Cropland",2004,1035,"landuse"
"galilea","Forest",2005,23714,"landuse"
"galilea","Schrub",2005,1565,"landuse"
"galilea","Savanna",2005,1811,"landuse"
"galilea","Grassland",2005,4695,"landuse"
"galilea","Wetland",2005,579,"landuse"
"galilea","Cropland",2005,1035,"landuse"
"galilea","Forest",2006,24462,"landuse"
"galilea","Schrub",2006,1490,"landuse"
"galilea","Savanna",2006,1730,"landuse"
"galilea","Grassland",2006,4208,"landuse"
"galilea","Wetland",2006,564,"landuse"
"galilea","Cropland",2006,945,"landuse"
"galilea","Forest",2007,25797,"landuse"
"galilea","Schrub",2007,1425,"landuse"
"galilea","Savanna",2007,1624,"landuse"
"galilea","Grassland",2007,3185,"landuse"
"galilea","Wetland",2007,448,"landuse"
"galilea","Cropland",2007,920,"landuse"
"galilea","Forest",2008,25783,"landuse"
"galilea","Schrub",2008,1425,"landuse"
"galilea","Savanna",2008,1638,"landuse"
"galilea","Grassland",2008,3169,"landuse"
"galilea","Wetland",2008,464,"landuse"
"galilea","Cropland",2008,920,"landuse"
"galilea","Forest",2009,27527,"landuse"
"galilea","Schrub",2009,1210,"landuse"
"galilea","Savanna",2009,1019,"landuse"
"galilea","Grassland",2009,2316,"landuse"
"galilea","Wetland",2009,459,"landuse"
"galilea","Cropland",2009,868,"landuse"
"galilea","Forest",2010,27518,"landuse"
"galilea","Schrub",2010,1210,"landuse"
"galilea","Savanna",2010,1087,"landuse"
"galilea","Grassland",2010,2312,"landuse"
"galilea","Wetland",2010,404,"landuse"
"galilea","Cropland",2010,868,"landuse"
"galilea","Forest",2011,27313,"landuse"
"galilea","Schrub",2011,1210,"landuse"
"galilea","Savanna",2011,1190,"landuse"
"galilea","Grassland",2011,2334,"landuse"
"galilea","Wetland",2011,484,"landuse"
"galilea","Cropland",2011,868,"landuse"
"galilea","Forest",2012,27351,"landuse"
"galilea","Schrub",2012,1210,"landuse"
"galilea","Savanna",2012,1100,"landuse"
"galilea","Grassland",2012,2307,"landuse"
"galilea","Wetland",2012,563,"landuse"
"galilea","Cropland",2012,868,"landuse"
"galilea","Forest",2013,27180,"landuse"
"galilea","Schrub",2013,1210,"landuse"
"galilea","Savanna",2013,1405,"landuse"
"galilea","Grassland",2013,2296,"landuse"
"galilea","Wetland",2013,440,"landuse"
"galilea","Cropland",2013,868,"landuse"
"galilea","Forest",2014,27287,"landuse"
"galilea","Schrub",2014,1230,"landuse"
"galilea","Savanna",2014,1338,"landuse"
"galilea","Grassland",2014,2115,"landuse"
"galilea","Wetland",2014,577,"landuse"
"galilea","Cropland",2014,852,"landuse"
"galilea","Forest",2015,27823,"landuse"
"galilea","Schrub",2015,1230,"landuse"
"galilea","Savanna",2015,648,"landuse"
"galilea","Grassland",2015,1895,"landuse"
"galilea","Wetland",2015,951,"landuse"
"galilea","Cropland",2015,852,"landuse"
"galilea","Forest",2016,27855,"landuse"
"galilea","Schrub",2016,1230,"landuse"
"galilea","Savanna",2016,738,"landuse"
"galilea","Grassland",2016,1878,"landuse"
"galilea","Wetland",2016,846,"landuse"
"galilea","Cropland",2016,852,"landuse"
"galilea","Forest",2017,27202,"landuse"
"galilea","Schrub",2017,1280,"landuse"
"galilea","Savanna",2017,1234,"landuse"
"galilea","Grassland",2017,1908,"landuse"
"galilea","Wetland",2017,923,"landuse"
"galilea","Cropland",2017,852,"landuse"
"galilea","Forest",2018,27659,"landuse"
"galilea","Schrub",2018,1210,"landuse"
"galilea","Savanna",2018,1081,"landuse"
"galilea","Grassland",2018,1815,"landuse"
"galilea","Wetland",2018,782,"landuse"
"galilea","Cropland",2018,852,"landuse"
"galilea","Forest",2019,27791,"landuse"
"galilea","Schrub",2019,1245,"landuse"
"galilea","Savanna",2019,977,"landuse"
"galilea","Grassland",2019,1711,"landuse"
"galilea","Wetland",2019,823,"landuse"
"galilea","Cropland",2019,852,"landuse"
"galilea","Forest",2020,28358,"landuse"
"galilea","Schrub",2020,1165,"landuse"
"galilea","Savanna",2020,771,"landuse"
"galilea","Grassland",2020,1590,"landuse"
"galilea","Wetland",2020,900,"landuse"
"galilea","Cropland",2020,615,"landuse"
"guacharos","Cropland",2017,17578,"vocation"
"guacharos","Water bodies",2017,2,"vocation"
"guacharos","Savanna",2017,8001,"vocation"
"guacharos","Forest",2017,71240,"vocation"
"guacharos","Forest",2001,83525,"landuse"
"guacharos","Schrub",2001,449,"landuse"
"guacharos","Savanna",2001,12304,"landuse"
"guacharos","Grassland",2001,304,"landuse"
"guacharos","Wetland",2001,239,"landuse"
"guacharos","Forest",2002,82312,"landuse"
"guacharos","Schrub",2002,226,"landuse"
"guacharos","Savanna",2002,13645,"landuse"
"guacharos","Grassland",2002,310,"landuse"
"guacharos","Wetland",2002,328,"landuse"
"guacharos","Forest",2003,81127,"landuse"
"guacharos","Schrub",2003,207,"landuse"
"guacharos","Savanna",2003,14653,"landuse"
"guacharos","Grassland",2003,159,"landuse"
"guacharos","Wetland",2003,675,"landuse"
"guacharos","Forest",2004,79810,"landuse"
"guacharos","Schrub",2004,207,"landuse"
"guacharos","Savanna",2004,15099,"landuse"
"guacharos","Grassland",2004,123,"landuse"
"guacharos","Wetland",2004,1582,"landuse"
"guacharos","Forest",2005,78851,"landuse"
"guacharos","Schrub",2005,187,"landuse"
"guacharos","Savanna",2005,15685,"landuse"
"guacharos","Grassland",2005,112,"landuse"
"guacharos","Wetland",2005,1986,"landuse"
"guacharos","Forest",2006,79449,"landuse"
"guacharos","Schrub",2006,25,"landuse"
"guacharos","Savanna",2006,15449,"landuse"
"guacharos","Grassland",2006,20,"landuse"
"guacharos","Wetland",2006,1878,"landuse"
"guacharos","Forest",2007,79056,"landuse"
"guacharos","Schrub",2007,25,"landuse"
"guacharos","Savanna",2007,15759,"landuse"
"guacharos","Grassland",2007,25,"landuse"
"guacharos","Wetland",2007,1956,"landuse"
"guacharos","Forest",2008,77725,"landuse"
"guacharos","Schrub",2008,25,"landuse"
"guacharos","Savanna",2008,17292,"landuse"
"guacharos","Grassland",2008,25,"landuse"
"guacharos","Wetland",2008,1749,"landuse"
"guacharos","Barren",2008,5,"landuse"
"guacharos","Forest",2009,77486,"landuse"
"guacharos","Savanna",2009,16855,"landuse"
"guacharos","Grassland",2009,45,"landuse"
"guacharos","Wetland",2009,2435,"landuse"
"guacharos","Forest",2010,77434,"landuse"
"guacharos","Savanna",2010,16813,"landuse"
"guacharos","Grassland",2010,25,"landuse"
"guacharos","Wetland",2010,2549,"landuse"
"guacharos","Forest",2011,75918,"landuse"
"guacharos","Savanna",2011,17694,"landuse"
"guacharos","Grassland",2011,135,"landuse"
"guacharos","Wetland",2011,3074,"landuse"
"guacharos","Forest",2012,77395,"landuse"
"guacharos","Savanna",2012,17902,"landuse"
"guacharos","Grassland",2012,50,"landuse"
"guacharos","Wetland",2012,1474,"landuse"
"guacharos","Forest",2013,76828,"landuse"
"guacharos","Savanna",2013,18667,"landuse"
"guacharos","Grassland",2013,25,"landuse"
"guacharos","Wetland",2013,1301,"landuse"
"guacharos","Forest",2014,75683,"landuse"
"guacharos","Schrub",2014,25,"landuse"
"guacharos","Savanna",2014,18724,"landuse"
"guacharos","Grassland",2014,270,"landuse"
"guacharos","Wetland",2014,2074,"landuse"
"guacharos","Barren",2014,45,"landuse"
"guacharos","Forest",2015,75962,"landuse"
"guacharos","Schrub",2015,41,"landuse"
"guacharos","Savanna",2015,18595,"landuse"
"guacharos","Grassland",2015,188,"landuse"
"guacharos","Wetland",2015,2035,"landuse"
"guacharos","Forest",2016,75422,"landuse"
"guacharos","Savanna",2016,19576,"landuse"
"guacharos","Grassland",2016,98,"landuse"
"guacharos","Wetland",2016,1725,"landuse"
"guacharos","Forest",2017,76033,"landuse"
"guacharos","Schrub",2017,25,"landuse"
"guacharos","Savanna",2017,19508,"landuse"
"guacharos","Grassland",2017,110,"landuse"
"guacharos","Wetland",2017,1145,"landuse"
"guacharos","Forest",2018,75838,"landuse"
"guacharos","Schrub",2018,45,"landuse"
"guacharos","Savanna",2018,19686,"landuse"
"guacharos","Grassland",2018,45,"landuse"
"guacharos","Wetland",2018,1207,"landuse"
"guacharos","Forest",2019,77240,"landuse"
"guacharos","Savanna",2019,18465,"landuse"
"guacharos","Grassland",2019,45,"landuse"
"guacharos","Wetland",2019,1071,"landuse"
"guacharos","Forest",2020,77360,"landuse"
"guacharos","Savanna",2020,17809,"landuse"
"guacharos","Grassland",2020,25,"landuse"
"guacharos","Wetland",2020,1627,"landuse"
"mutata","Cropland",2017,10816,"vocation"
"mutata","Water bodies",2017,54,"vocation"
"mutata","Forest",2017,33697,"vocation"
"mutata","Grassland",2017,1352,"vocation"
"mutata","Forest",2001,44104,"landuse"
"mutata","Schrub",2001,45,"landuse"
"mutata","Savanna",2001,1391,"landuse"
"mutata","Grassland",2001,140,"landuse"
"mutata","Wetland",2001,20,"landuse"
"mutata","Cropland",2001,418,"landuse"
"mutata","Forest",2002,44041,"landuse"
"mutata","Schrub",2002,25,"landuse"
"mutata","Savanna",2002,1433,"landuse"
"mutata","Grassland",2002,201,"landuse"
"mutata","Cropland",2002,418,"landuse"
"mutata","Forest",2003,43669,"landuse"
"mutata","Schrub",2003,25,"landuse"
"mutata","Savanna",2003,2082,"landuse"
"mutata","Grassland",2003,119,"landuse"
"mutata","Cropland",2003,223,"landuse"
"mutata","Forest",2004,42923,"landuse"
"mutata","Schrub",2004,25,"landuse"
"mutata","Savanna",2004,2796,"landuse"
"mutata","Grassland",2004,139,"landuse"
"mutata","Wetland",2004,57,"landuse"
"mutata","Cropland",2004,178,"landuse"
"mutata","Forest",2005,43381,"landuse"
"mutata","Schrub",2005,25,"landuse"
"mutata","Savanna",2005,2301,"landuse"
"mutata","Grassland",2005,120,"landuse"
"mutata","Wetland",2005,174,"landuse"
"mutata","Cropland",2005,117,"landuse"
"mutata","Forest",2006,43035,"landuse"
"mutata","Schrub",2006,25,"landuse"
"mutata","Savanna",2006,2660,"landuse"
"mutata","Grassland",2006,205,"landuse"
"mutata","Wetland",2006,76,"landuse"
"mutata","Cropland",2006,117,"landuse"
"mutata","Forest",2007,43311,"landuse"
"mutata","Schrub",2007,25,"landuse"
"mutata","Savanna",2007,2492,"landuse"
"mutata","Grassland",2007,115,"landuse"
"mutata","Wetland",2007,94,"landuse"
"mutata","Cropland",2007,81,"landuse"
"mutata","Forest",2008,42206,"landuse"
"mutata","Schrub",2008,25,"landuse"
"mutata","Savanna",2008,3567,"landuse"
"mutata","Grassland",2008,115,"landuse"
"mutata","Wetland",2008,124,"landuse"
"mutata","Cropland",2008,81,"landuse"
"mutata","Forest",2009,41567,"landuse"
"mutata","Schrub",2009,25,"landuse"
"mutata","Savanna",2009,4199,"landuse"
"mutata","Grassland",2009,159,"landuse"
"mutata","Wetland",2009,132,"landuse"
"mutata","Cropland",2009,36,"landuse"
"mutata","Forest",2010,41789,"landuse"
"mutata","Schrub",2010,25,"landuse"
"mutata","Savanna",2010,3953,"landuse"
"mutata","Grassland",2010,230,"landuse"
"mutata","Wetland",2010,105,"landuse"
"mutata","Cropland",2010,16,"landuse"
"mutata","Forest",2011,39654,"landuse"
"mutata","Savanna",2011,6204,"landuse"
"mutata","Grassland",2011,178,"landuse"
"mutata","Wetland",2011,66,"landuse"
"mutata","Cropland",2011,16,"landuse"
"mutata","Forest",2012,40490,"landuse"
"mutata","Savanna",2012,5404,"landuse"
"mutata","Grassland",2012,133,"landuse"
"mutata","Wetland",2012,91,"landuse"
"mutata","Forest",2013,41538,"landuse"
"mutata","Savanna",2013,4381,"landuse"
"mutata","Grassland",2013,133,"landuse"
"mutata","Wetland",2013,66,"landuse"
"mutata","Forest",2014,42124,"landuse"
"mutata","Savanna",2014,3825,"landuse"
"mutata","Grassland",2014,83,"landuse"
"mutata","Wetland",2014,86,"landuse"
"mutata","Forest",2015,42237,"landuse"
"mutata","Savanna",2015,3712,"landuse"
"mutata","Grassland",2015,83,"landuse"
"mutata","Wetland",2015,86,"landuse"
"mutata","Forest",2016,43974,"landuse"
"mutata","Savanna",2016,1999,"landuse"
"mutata","Grassland",2016,72,"landuse"
"mutata","Wetland",2016,73,"landuse"
"mutata","Forest",2017,44611,"landuse"
"mutata","Savanna",2017,1399,"landuse"
"mutata","Grassland",2017,22,"landuse"
"mutata","Wetland",2017,86,"landuse"
"mutata","Forest",2018,43875,"landuse"
"mutata","Savanna",2018,2185,"landuse"
"mutata","Grassland",2018,22,"landuse"
"mutata","Wetland",2018,36,"landuse"
"mutata","Forest",2019,44551,"landuse"
"mutata","Savanna",2019,1551,"landuse"
"mutata","Wetland",2019,16,"landuse"
"mutata","Forest",2020,44680,"landuse"
"mutata","Savanna",2020,1409,"landuse"
"mutata","Wetland",2020,29,"landuse"
"otun","Cropland",2017,265,"vocation"
"otun","Water bodies",2017,44,"vocation"
"otun","Savanna",2017,34,"vocation"
"otun","Forest",2017,6154,"vocation"
"otun","Forest",2001,5312,"landuse"
"otun","Schrub",2001,258,"landuse"
"otun","Savanna",2001,166,"landuse"
"otun","Grassland",2001,759,"landuse"
"otun","Cropland",2001,2,"landuse"
"otun","Forest",2002,5420,"landuse"
"otun","Schrub",2002,233,"landuse"
"otun","Savanna",2002,154,"landuse"
"otun","Grassland",2002,689,"landuse"
"otun","Cropland",2002,1,"landuse"
"otun","Forest",2003,5373,"landuse"
"otun","Schrub",2003,114,"landuse"
"otun","Savanna",2003,435,"landuse"
"otun","Grassland",2003,575,"landuse"
"otun","Forest",2004,5439,"landuse"
"otun","Schrub",2004,146,"landuse"
"otun","Savanna",2004,330,"landuse"
"otun","Grassland",2004,574,"landuse"
"otun","Wetland",2004,8,"landuse"
"otun","Forest",2005,5705,"landuse"
"otun","Schrub",2005,128,"landuse"
"otun","Savanna",2005,207,"landuse"
"otun","Grassland",2005,441,"landuse"
"otun","Wetland",2005,16,"landuse"
"otun","Forest",2006,5733,"landuse"
"otun","Schrub",2006,120,"landuse"
"otun","Savanna",2006,139,"landuse"
"otun","Grassland",2006,399,"landuse"
"otun","Wetland",2006,106,"landuse"
"otun","Forest",2007,5914,"landuse"
"otun","Schrub",2007,123,"landuse"
"otun","Savanna",2007,85,"landuse"
"otun","Grassland",2007,323,"landuse"
"otun","Wetland",2007,52,"landuse"
"otun","Forest",2008,6007,"landuse"
"otun","Schrub",2008,102,"landuse"
"otun","Savanna",2008,53,"landuse"
"otun","Grassland",2008,323,"landuse"
"otun","Wetland",2008,12,"landuse"
"otun","Forest",2009,6207,"landuse"
"otun","Schrub",2009,28,"landuse"
"otun","Savanna",2009,215,"landuse"
"otun","Grassland",2009,47,"landuse"
"otun","Forest",2010,6163,"landuse"
"otun","Schrub",2010,48,"landuse"
"otun","Savanna",2010,249,"landuse"
"otun","Grassland",2010,37,"landuse"
"otun","Forest",2011,6165,"landuse"
"otun","Schrub",2011,36,"landuse"
"otun","Savanna",2011,259,"landuse"
"otun","Grassland",2011,37,"landuse"
"otun","Forest",2012,6114,"landuse"
"otun","Schrub",2012,31,"landuse"
"otun","Savanna",2012,252,"landuse"
"otun","Wetland",2012,100,"landuse"
"otun","Forest",2013,6102,"landuse"
"otun","Schrub",2013,29,"landuse"
"otun","Savanna",2013,266,"landuse"
"otun","Wetland",2013,100,"landuse"
"otun","Forest",2014,6163,"landuse"
"otun","Schrub",2014,3,"landuse"
"otun","Savanna",2014,143,"landuse"
"otun","Grassland",2014,63,"landuse"
"otun","Wetland",2014,125,"landuse"
"otun","Forest",2015,6211,"landuse"
"otun","Schrub",2015,1,"landuse"
"otun","Savanna",2015,155,"landuse"
"otun","Grassland",2015,34,"landuse"
"otun","Wetland",2015,96,"landuse"
"otun","Forest",2016,6038,"landuse"
"otun","Schrub",2016,21,"landuse"
"otun","Savanna",2016,371,"landuse"
"otun","Grassland",2016,22,"landuse"
"otun","Wetland",2016,45,"landuse"
"otun","Forest",2017,5941,"landuse"
"otun","Schrub",2017,1,"landuse"
"otun","Savanna",2017,457,"landuse"
"otun","Grassland",2017,28,"landuse"
"otun","Wetland",2017,70,"landuse"
"otun","Forest",2018,6093,"landuse"
"otun","Schrub",2018,25,"landuse"
"otun","Savanna",2018,352,"landuse"
"otun","Grassland",2018,27,"landuse"
"otun","Forest",2019,6076,"landuse"
"otun","Savanna",2019,351,"landuse"
"otun","Grassland",2019,41,"landuse"
"otun","Wetland",2019,29,"landuse"
"otun","Forest",2020,5993,"landuse"
"otun","Savanna",2020,365,"landuse"
"otun","Grassland",2020,41,"landuse"
"otun","Wetland",2020,98,"landuse"
"banco2","Cropland",2017,160,"vocation"
"banco2","Water bodies",2017,11,"vocation"
"banco2","Savanna",2017,344,"vocation"
"banco2","Forest",2017,18957,"vocation"
"banco2","Grassland",2017,5,"vocation"
"banco2","Forest",2001,18478,"landuse"
"banco2","Savanna",2001,1041,"landuse"
"banco2","Urban",2001,3,"landuse"
"banco2","Forest",2002,18490,"landuse"
"banco2","Schrub",2002,1,"landuse"
"banco2","Savanna",2002,1028,"landuse"
"banco2","Urban",2002,3,"landuse"
"banco2","Forest",2003,18304,"landuse"
"banco2","Savanna",2003,1215,"landuse"
"banco2","Urban",2003,3,"landuse"
"banco2","Forest",2004,18183,"landuse"
"banco2","Schrub",2004,19,"landuse"
"banco2","Savanna",2004,1312,"landuse"
"banco2","Grassland",2004,3,"landuse"
"banco2","Wetland",2004,2,"landuse"
"banco2","Urban",2004,3,"landuse"
"banco2","Forest",2005,17996,"landuse"
"banco2","Schrub",2005,19,"landuse"
"banco2","Savanna",2005,1479,"landuse"
"banco2","Grassland",2005,3,"landuse"
"banco2","Wetland",2005,22,"landuse"
"banco2","Urban",2005,3,"landuse"
"banco2","Forest",2006,18019,"landuse"
"banco2","Schrub",2006,19,"landuse"
"banco2","Savanna",2006,1430,"landuse"
"banco2","Wetland",2006,51,"landuse"
"banco2","Urban",2006,3,"landuse"
"banco2","Forest",2007,17915,"landuse"
"banco2","Savanna",2007,1584,"landuse"
"banco2","Wetland",2007,20,"landuse"
"banco2","Urban",2007,3,"landuse"
"banco2","Forest",2008,17906,"landuse"
"banco2","Savanna",2008,1573,"landuse"
"banco2","Wetland",2008,40,"landuse"
"banco2","Urban",2008,3,"landuse"
"banco2","Forest",2009,17779,"landuse"
"banco2","Schrub",2009,2,"landuse"
"banco2","Savanna",2009,1682,"landuse"
"banco2","Wetland",2009,56,"landuse"
"banco2","Urban",2009,3,"landuse"
"banco2","Forest",2010,17619,"landuse"
"banco2","Schrub",2010,12,"landuse"
"banco2","Savanna",2010,1862,"landuse"
"banco2","Wetland",2010,26,"landuse"
"banco2","Urban",2010,3,"landuse"
"banco2","Forest",2011,17585,"landuse"
"banco2","Schrub",2011,12,"landuse"
"banco2","Savanna",2011,1916,"landuse"
"banco2","Wetland",2011,6,"landuse"
"banco2","Urban",2011,3,"landuse"
"banco2","Forest",2012,17526,"landuse"
"banco2","Schrub",2012,12,"landuse"
"banco2","Savanna",2012,1975,"landuse"
"banco2","Wetland",2012,6,"landuse"
"banco2","Urban",2012,3,"landuse"
"banco2","Forest",2013,17618,"landuse"
"banco2","Savanna",2013,1895,"landuse"
"banco2","Wetland",2013,6,"landuse"
"banco2","Urban",2013,3,"landuse"
"banco2","Forest",2014,17605,"landuse"
"banco2","Savanna",2014,1883,"landuse"
"banco2","Wetland",2014,6,"landuse"
"banco2","Cropland",2014,25,"landuse"
"banco2","Urban",2014,3,"landuse"
"banco2","Forest",2015,17633,"landuse"
"banco2","Savanna",2015,1861,"landuse"
"banco2","Grassland",2015,25,"landuse"
"banco2","Urban",2015,3,"landuse"
"banco2","Forest",2016,17679,"landuse"
"banco2","Savanna",2016,1820,"landuse"
"banco2","Wetland",2016,20,"landuse"
"banco2","Urban",2016,3,"landuse"
"banco2","Forest",2017,17704,"landuse"
"banco2","Savanna",2017,1795,"landuse"
"banco2","Wetland",2017,20,"landuse"
"banco2","Urban",2017,3,"landuse"
"banco2","Forest",2018,17739,"landuse"
"banco2","Savanna",2018,1780,"landuse"
"banco2","Urban",2018,3,"landuse"
"banco2","Forest",2019,17836,"landuse"
"banco2","Savanna",2019,1625,"landuse"
"banco2","Wetland",2019,58,"landuse"
"banco2","Urban",2019,3,"landuse"
"banco2","Forest",2020,17747,"landuse"
"banco2","Savanna",2020,1633,"landuse"
"banco2","Grassland",2020,17,"landuse"
"banco2","Wetland",2020,106,"landuse"
"banco2","Urban",2020,3,"landuse"
"banco2","Barren",2020,16,"landuse"
"magnolios","Cropland",2017,597,"vocation"
"magnolios","Water bodies",2017,18,"vocation"
"magnolios","Savanna",2017,401,"vocation"
"magnolios","Forest",2017,10062,"vocation"
"magnolios","Forest",2001,4970,"landuse"
"magnolios","Savanna",2001,6108,"landuse"
"magnolios","Forest",2002,4884,"landuse"
"magnolios","Savanna",2002,6194,"landuse"
"magnolios","Forest",2003,4749,"landuse"
"magnolios","Savanna",2003,6329,"landuse"
"magnolios","Forest",2004,4366,"landuse"
"magnolios","Savanna",2004,6712,"landuse"
"magnolios","Forest",2005,4245,"landuse"
"magnolios","Savanna",2005,6833,"landuse"
"magnolios","Forest",2006,4369,"landuse"
"magnolios","Savanna",2006,6709,"landuse"
"magnolios","Forest",2007,4355,"landuse"
"magnolios","Savanna",2007,6723,"landuse"
"magnolios","Forest",2008,4299,"landuse"
"magnolios","Savanna",2008,6779,"landuse"
"magnolios","Forest",2009,4255,"landuse"
"magnolios","Savanna",2009,6823,"landuse"
"magnolios","Forest",2010,4190,"landuse"
"magnolios","Savanna",2010,6888,"landuse"
"magnolios","Forest",2011,4183,"landuse"
"magnolios","Savanna",2011,6895,"landuse"
"magnolios","Forest",2012,4201,"landuse"
"magnolios","Savanna",2012,6877,"landuse"
"magnolios","Forest",2013,4313,"landuse"
"magnolios","Savanna",2013,6765,"landuse"
"magnolios","Forest",2014,4501,"landuse"
"magnolios","Savanna",2014,6577,"landuse"
"magnolios","Forest",2015,4535,"landuse"
"magnolios","Savanna",2015,6543,"landuse"
"magnolios","Forest",2016,4598,"landuse"
"magnolios","Savanna",2016,6480,"landuse"
"magnolios","Forest",2017,4691,"landuse"
"magnolios","Schrub",2017,20,"landuse"
"magnolios","Savanna",2017,6367,"landuse"
"magnolios","Forest",2018,4628,"landuse"
"magnolios","Savanna",2018,6445,"landuse"
"magnolios","Grassland",2018,5,"landuse"
"magnolios","Forest",2019,4761,"landuse"
"magnolios","Savanna",2019,6317,"landuse"
"magnolios","Forest",2020,4867,"landuse"
"magnolios","Savanna",2020,6211,"landuse"
"acapa","Urban",2017,184,"vocation"
"acapa","Cropland",2017,9345,"vocation"
"acapa","Water bodies",2017,6452,"vocation"
"acapa","Savanna",2017,45323,"vocation"
"acapa","Forest",2017,35075,"vocation"
"acapa","Grassland",2017,23312,"vocation"
"acapa","Forest",2001,94094,"landuse"
"acapa","Schrub",2001,486,"landuse"
"acapa","Savanna",2001,14099,"landuse"
"acapa","Grassland",2001,1056,"landuse"
"acapa","Wetland",2001,9084,"landuse"
"acapa","Cropland",2001,712,"landuse"
"acapa","Barren",2001,34,"landuse"
"acapa","Water bodies",2001,3380,"landuse"
"acapa","Forest",2002,93824,"landuse"
"acapa","Schrub",2002,272,"landuse"
"acapa","Savanna",2002,15263,"landuse"
"acapa","Grassland",2002,1087,"landuse"
"acapa","Wetland",2002,8697,"landuse"
"acapa","Cropland",2002,388,"landuse"
"acapa","Barren",2002,34,"landuse"
"acapa","Water bodies",2002,3380,"landuse"
"acapa","Forest",2003,91768,"landuse"
"acapa","Schrub",2003,75,"landuse"
"acapa","Savanna",2003,18318,"landuse"
"acapa","Grassland",2003,990,"landuse"
"acapa","Wetland",2003,8189,"landuse"
"acapa","Cropland",2003,191,"landuse"
"acapa","Barren",2003,34,"landuse"
"acapa","Water bodies",2003,3380,"landuse"
"acapa","Forest",2004,89528,"landuse"
"acapa","Schrub",2004,41,"landuse"
"acapa","Savanna",2004,20830,"landuse"
"acapa","Grassland",2004,710,"landuse"
"acapa","Wetland",2004,8287,"landuse"
"acapa","Cropland",2004,135,"landuse"
"acapa","Barren",2004,34,"landuse"
"acapa","Water bodies",2004,3380,"landuse"
"acapa","Forest",2005,87355,"landuse"
"acapa","Schrub",2005,41,"landuse"
