"project","class","year","area_ha","type"
"cmari","Cropland",2017,215523,"vocation"
"cmari","Water bodies",2017,19309,"vocation"
"cmari","Forest",2017,1800706,"vocation"
"cmari","Forest",2001,2012706,"landuse"
"cmari","Savanna",2001,3935,"landuse"
"cmari","Grassland",2001,3969,"landuse"
"cmari","Wetland",2001,12429,"landuse"
"cmari","Urban",2001,6,"landuse"
"cmari","Water bodies",2001,2493,"landuse"
"cmari","Forest",2002,2013062,"landuse"
"cmari","Savanna",2002,3221,"landuse"
"cmari","Grassland",2002,4444,"landuse"
"cmari","Wetland",2002,12312,"landuse"
"cmari","Urban",2002,6,"landuse"
"cmari","Water bodies",2002,2493,"landuse"
"cmari","Forest",2003,2012417,"landuse"
"cmari","Savanna",2003,2968,"landuse"
"cmari","Grassland",2003,4677,"landuse"
"cmari","Wetland",2003,12977,"landuse"
"cmari","Urban",2003,6,"landuse"
"cmari","Water bodies",2003,2493,"landuse"
"cmari","Forest",2004,2012205,"landuse"
"cmari","Savanna",2004,2652,"landuse"
"cmari","Grassland",2004,4727,"landuse"
"cmari","Wetland",2004,13455,"landuse"
"cmari","Urban",2004,6,"landuse"
"cmari","Water bodies",2004,2493,"landuse"
"cmari","Forest",2005,2012135,"landuse"
"cmari","Savanna",2005,2526,"landuse"
"cmari","Grassland",2005,4568,"landuse"
"cmari","Wetland",2005,13810,"landuse"
"cmari","Urban",2005,6,"landuse"
"cmari","Water bodies",2005,2493,"landuse"
"cmari","Forest",2006,2012060,"landuse"
"cmari","Savanna",2006,2290,"landuse"
"cmari","Grassland",2006,4668,"landuse"
"cmari","Wetland",2006,14021,"landuse"
"cmari","Urban",2006,6,"landuse"
"cmari","Water bodies",2006,2493,"landuse"
"cmari","Forest",2007,2012049,"landuse"
"cmari","Savanna",2007,2066,"landuse"
"cmari","Grassland",2007,4912,"landuse"
"cmari","Wetland",2007,14012,"landuse"
"cmari","Urban",2007,6,"landuse"
"cmari","Water bodies",2007,2493,"landuse"
"cmari","Forest",2008,2012383,"landuse"
"cmari","Savanna",2008,1987,"landuse"
"cmari","Grassland",2008,4707,"landuse"
"cmari","Wetland",2008,13962,"landuse"
"cmari","Urban",2008,6,"landuse"
"cmari","Water bodies",2008,2493,"landuse"
"cmari","Forest",2009,2012658,"landuse"
"cmari","Savanna",2009,1932,"landuse"
"cmari","Grassland",2009,4573,"landuse"
"cmari","Wetland",2009,13876,"landuse"
"cmari","Urban",2009,6,"landuse"
"cmari","Water bodies",2009,2493,"landuse"
"cmari","Forest",2010,2012731,"landuse"
"cmari","Savanna",2010,1966,"landuse"
"cmari","Grassland",2010,4471,"landuse"
"cmari","Wetland",2010,13871,"landuse"
"cmari","Urban",2010,6,"landuse"
"cmari","Water bodies",2010,2493,"landuse"
"cmari","Forest",2011,2012757,"landuse"
"cmari","Savanna",2011,1887,"landuse"
"cmari","Grassland",2011,4696,"landuse"
"cmari","Wetland",2011,13699,"landuse"
"cmari","Urban",2011,6,"landuse"
"cmari","Water bodies",2011,2493,"landuse"
"cmari","Forest",2012,2012600,"landuse"
"cmari","Savanna",2012,1898,"landuse"
"cmari","Grassland",2012,4815,"landuse"
"cmari","Wetland",2012,13726,"landuse"
"cmari","Urban",2012,6,"landuse"
"cmari","Water bodies",2012,2493,"landuse"
"cmari","Forest",2013,2012309,"landuse"
"cmari","Savanna",2013,1708,"landuse"
"cmari","Grassland",2013,5114,"landuse"
"cmari","Wetland",2013,13908,"landuse"
"cmari","Urban",2013,6,"landuse"
"cmari","Water bodies",2013,2493,"landuse"
"cmari","Forest",2014,2012125,"landuse"
"cmari","Savanna",2014,1489,"landuse"
"cmari","Grassland",2014,5380,"landuse"
"cmari","Wetland",2014,14045,"landuse"
"cmari","Urban",2014,6,"landuse"
"cmari","Water bodies",2014,2493,"landuse"
"cmari","Forest",2015,2011732,"landuse"
"cmari","Savanna",2015,1425,"landuse"
"cmari","Grassland",2015,5513,"landuse"
"cmari","Wetland",2015,14369,"landuse"
"cmari","Urban",2015,6,"landuse"
"cmari","Water bodies",2015,2493,"landuse"
"cmari","Forest",2016,2011347,"landuse"
"cmari","Savanna",2016,1419,"landuse"
"cmari","Grassland",2016,5534,"landuse"
"cmari","Wetland",2016,14739,"landuse"
"cmari","Urban",2016,6,"landuse"
"cmari","Water bodies",2016,2493,"landuse"
"cmari","Forest",2017,2011150,"landuse"
"cmari","Savanna",2017,1896,"landuse"
"cmari","Grassland",2017,4739,"landuse"
"cmari","Wetland",2017,15254,"landuse"
"cmari","Urban",2017,6,"landuse"
"cmari","Water bodies",2017,2493,"landuse"
"cmari","Forest",2018,2011572,"landuse"
"cmari","Savanna",2018,2380,"landuse"
"cmari","Grassland",2018,4259,"landuse"
"cmari","Wetland",2018,14828,"landuse"
"cmari","Urban",2018,6,"landuse"
"cmari","Water bodies",2018,2493,"landuse"
"cmari","Forest",2019,2012393,"landuse"
"cmari","Savanna",2019,2444,"landuse"
"cmari","Grassland",2019,3849,"landuse"
"cmari","Wetland",2019,14353,"landuse"
"cmari","Urban",2019,6,"landuse"
"cmari","Water bodies",2019,2493,"landuse"
"cmari","Forest",2020,2011625,"landuse"
"cmari","Savanna",2020,2755,"landuse"
"cmari","Grassland",2020,3970,"landuse"
"cmari","Wetland",2020,14689,"landuse"
"cmari","Urban",2020,6,"landuse"
"cmari","Water bodies",2020,2493,"landuse"
"crima-pred-putumay","Urban",2017,202,"vocation"
"crima-pred-putumay","Cropland",2017,359303,"vocation"
"crima-pred-putumay","Water bodies",2017,22714,"vocation"
"crima-pred-putumay","Forest",2017,1227618,"vocation"
"crima-pred-putumay","Forest",2001,1583287,"landuse"
"crima-pred-putumay","Schrub",2001,75,"landuse"
"crima-pred-putumay","Savanna",2001,636,"landuse"
"crima-pred-putumay","Grassland",2001,4187,"landuse"
"crima-pred-putumay","Wetland",2001,20125,"landuse"
"crima-pred-putumay","Urban",2001,664,"landuse"
"crima-pred-putumay","Water bodies",2001,3676,"landuse"
"crima-pred-putumay","Forest",2002,1582983,"landuse"
"crima-pred-putumay","Savanna",2002,875,"landuse"
"crima-pred-putumay","Grassland",2002,4645,"landuse"
"crima-pred-putumay","Wetland",2002,19807,"landuse"
"crima-pred-putumay","Urban",2002,664,"landuse"
"crima-pred-putumay","Water bodies",2002,3676,"landuse"
"crima-pred-putumay","Forest",2003,1583120,"landuse"
"crima-pred-putumay","Savanna",2003,896,"landuse"
"crima-pred-putumay","Grassland",2003,4706,"landuse"
"crima-pred-putumay","Wetland",2003,19610,"landuse"
"crima-pred-putumay","Urban",2003,664,"landuse"
"crima-pred-putumay","Water bodies",2003,3654,"landuse"
"crima-pred-putumay","Forest",2004,1582304,"landuse"
"crima-pred-putumay","Savanna",2004,1209,"landuse"
"crima-pred-putumay","Grassland",2004,5218,"landuse"
"crima-pred-putumay","Wetland",2004,19601,"landuse"
"crima-pred-putumay","Urban",2004,664,"landuse"
"crima-pred-putumay","Water bodies",2004,3654,"landuse"
"crima-pred-putumay","Forest",2005,1582463,"landuse"
"crima-pred-putumay","Savanna",2005,1149,"landuse"
"crima-pred-putumay","Grassland",2005,4890,"landuse"
"crima-pred-putumay","Wetland",2005,19830,"landuse"
"crima-pred-putumay","Urban",2005,664,"landuse"
"crima-pred-putumay","Water bodies",2005,3654,"landuse"
"crima-pred-putumay","Forest",2006,1582563,"landuse"
"crima-pred-putumay","Savanna",2006,1102,"landuse"
"crima-pred-putumay","Grassland",2006,4792,"landuse"
"crima-pred-putumay","Wetland",2006,19865,"landuse"
"crima-pred-putumay","Urban",2006,664,"landuse"
"crima-pred-putumay","Water bodies",2006,3664,"landuse"
"crima-pred-putumay","Forest",2007,1582125,"landuse"
"crima-pred-putumay","Savanna",2007,1237,"landuse"
"crima-pred-putumay","Grassland",2007,5096,"landuse"
"crima-pred-putumay","Wetland",2007,19864,"landuse"
"crima-pred-putumay","Urban",2007,664,"landuse"
"crima-pred-putumay","Water bodies",2007,3664,"landuse"
"crima-pred-putumay","Forest",2008,1582268,"landuse"
"crima-pred-putumay","Savanna",2008,1219,"landuse"
"crima-pred-putumay","Grassland",2008,4941,"landuse"
"crima-pred-putumay","Wetland",2008,19894,"landuse"
"crima-pred-putumay","Urban",2008,664,"landuse"
"crima-pred-putumay","Water bodies",2008,3664,"landuse"
"crima-pred-putumay","Forest",2009,1581541,"landuse"
"crima-pred-putumay","Savanna",2009,1425,"landuse"
"crima-pred-putumay","Grassland",2009,5450,"landuse"
"crima-pred-putumay","Wetland",2009,19932,"landuse"
"crima-pred-putumay","Urban",2009,664,"landuse"
"crima-pred-putumay","Water bodies",2009,3638,"landuse"
"crima-pred-putumay","Forest",2010,1580418,"landuse"
"crima-pred-putumay","Savanna",2010,2198,"landuse"
"crima-pred-putumay","Grassland",2010,5685,"landuse"
"crima-pred-putumay","Wetland",2010,20072,"landuse"
"crima-pred-putumay","Urban",2010,664,"landuse"
"crima-pred-putumay","Water bodies",2010,3613,"landuse"
"crima-pred-putumay","Forest",2011,1579672,"landuse"
"crima-pred-putumay","Schrub",2011,25,"landuse"
"crima-pred-putumay","Savanna",2011,2905,"landuse"
"crima-pred-putumay","Grassland",2011,5679,"landuse"
"crima-pred-putumay","Wetland",2011,20099,"landuse"
"crima-pred-putumay","Urban",2011,664,"landuse"
"crima-pred-putumay","Water bodies",2011,3606,"landuse"
"crima-pred-putumay","Forest",2012,1579286,"landuse"
"crima-pred-putumay","Schrub",2012,25,"landuse"
"crima-pred-putumay","Savanna",2012,3680,"landuse"
"crima-pred-putumay","Grassland",2012,5214,"landuse"
"crima-pred-putumay","Wetland",2012,20175,"landuse"
"crima-pred-putumay","Urban",2012,664,"landuse"
"crima-pred-putumay","Water bodies",2012,3606,"landuse"
"crima-pred-putumay","Forest",2013,1578949,"landuse"
"crima-pred-putumay","Schrub",2013,25,"landuse"
"crima-pred-putumay","Savanna",2013,4066,"landuse"
"crima-pred-putumay","Grassland",2013,5126,"landuse"
"crima-pred-putumay","Wetland",2013,20214,"landuse"
"crima-pred-putumay","Urban",2013,664,"landuse"
"crima-pred-putumay","Water bodies",2013,3606,"landuse"
"crima-pred-putumay","Forest",2014,1578351,"landuse"
"crima-pred-putumay","Schrub",2014,50,"landuse"
"crima-pred-putumay","Savanna",2014,4600,"landuse"
"crima-pred-putumay","Grassland",2014,4969,"landuse"
"crima-pred-putumay","Wetland",2014,20410,"landuse"
"crima-pred-putumay","Urban",2014,664,"landuse"
"crima-pred-putumay","Water bodies",2014,3606,"landuse"
"crima-pred-putumay","Forest",2015,1578067,"landuse"
"crima-pred-putumay","Schrub",2015,70,"landuse"
"crima-pred-putumay","Savanna",2015,4686,"landuse"
"crima-pred-putumay","Grassland",2015,5121,"landuse"
"crima-pred-putumay","Wetland",2015,20436,"landuse"
"crima-pred-putumay","Urban",2015,664,"landuse"
"crima-pred-putumay","Water bodies",2015,3606,"landuse"
"crima-pred-putumay","Forest",2016,1577217,"landuse"
"crima-pred-putumay","Schrub",2016,75,"landuse"
"crima-pred-putumay","Savanna",2016,4771,"landuse"
"crima-pred-putumay","Grassland",2016,5634,"landuse"
"crima-pred-putumay","Wetland",2016,20699,"landuse"
"crima-pred-putumay","Urban",2016,664,"landuse"
"crima-pred-putumay","Water bodies",2016,3590,"landuse"
"crima-pred-putumay","Forest",2017,1576322,"landuse"
"crima-pred-putumay","Schrub",2017,36,"landuse"
"crima-pred-putumay","Savanna",2017,5955,"landuse"
"crima-pred-putumay","Grassland",2017,5096,"landuse"
"crima-pred-putumay","Wetland",2017,20997,"landuse"
"crima-pred-putumay","Urban",2017,664,"landuse"
"crima-pred-putumay","Water bodies",2017,3580,"landuse"
"crima-pred-putumay","Forest",2018,1575838,"landuse"
"crima-pred-putumay","Schrub",2018,16,"landuse"
"crima-pred-putumay","Savanna",2018,8007,"landuse"
"crima-pred-putumay","Grassland",2018,3713,"landuse"
"crima-pred-putumay","Wetland",2018,20832,"landuse"
"crima-pred-putumay","Urban",2018,664,"landuse"
"crima-pred-putumay","Water bodies",2018,3580,"landuse"
"crima-pred-putumay","Forest",2019,1577060,"landuse"
"crima-pred-putumay","Schrub",2019,25,"landuse"
"crima-pred-putumay","Savanna",2019,7681,"landuse"
"crima-pred-putumay","Grassland",2019,3205,"landuse"
"crima-pred-putumay","Wetland",2019,20478,"landuse"
"crima-pred-putumay","Urban",2019,664,"landuse"
"crima-pred-putumay","Water bodies",2019,3537,"landuse"
"crima-pred-putumay","Forest",2020,1577255,"landuse"
"crima-pred-putumay","Savanna",2020,7666,"landuse"
"crima-pred-putumay","Grassland",2020,2896,"landuse"
"crima-pred-putumay","Wetland",2020,20632,"landuse"
"crima-pred-putumay","Urban",2020,664,"landuse"
"crima-pred-putumay","Water bodies",2020,3537,"landuse"
"dabucury","Cropland",2017,36968,"vocation"
"dabucury","Water bodies",2017,713,"vocation"
"dabucury","Forest",2017,50489,"vocation"
"dabucury","Forest",2001,87625,"landuse"
"dabucury","Schrub",2001,117,"landuse"
"dabucury","Savanna",2001,173,"landuse"
"dabucury","Grassland",2001,129,"landuse"
"dabucury","Urban",2001,126,"landuse"
"dabucury","Forest",2002,87592,"landuse"
"dabucury","Schrub",2002,125,"landuse"
"dabucury","Savanna",2002,198,"landuse"
"dabucury","Grassland",2002,129,"landuse"
"dabucury","Urban",2002,126,"landuse"
"dabucury","Forest",2003,87514,"landuse"
"dabucury","Schrub",2003,120,"landuse"
"dabucury","Savanna",2003,282,"landuse"
"dabucury","Grassland",2003,128,"landuse"
"dabucury","Urban",2003,126,"landuse"
"dabucury","Forest",2004,87446,"landuse"
"dabucury","Schrub",2004,153,"landuse"
"dabucury","Savanna",2004,346,"landuse"
"dabucury","Grassland",2004,99,"landuse"
"dabucury","Urban",2004,126,"landuse"
"dabucury","Forest",2005,87574,"landuse"
"dabucury","Schrub",2005,145,"landuse"
"dabucury","Savanna",2005,298,"landuse"
"dabucury","Grassland",2005,27,"landuse"
"dabucury","Urban",2005,126,"landuse"
"dabucury","Forest",2006,87607,"landuse"
"dabucury","Schrub",2006,91,"landuse"
"dabucury","Savanna",2006,321,"landuse"
"dabucury","Grassland",2006,25,"landuse"
"dabucury","Urban",2006,126,"landuse"
"dabucury","Forest",2007,87589,"landuse"
"dabucury","Schrub",2007,70,"landuse"
"dabucury","Savanna",2007,346,"landuse"
"dabucury","Grassland",2007,39,"landuse"
"dabucury","Urban",2007,126,"landuse"
"dabucury","Forest",2008,87550,"landuse"
"dabucury","Schrub",2008,69,"landuse"
"dabucury","Savanna",2008,386,"landuse"
"dabucury","Grassland",2008,39,"landuse"
"dabucury","Urban",2008,126,"landuse"
"dabucury","Forest",2009,87474,"landuse"
"dabucury","Schrub",2009,55,"landuse"
"dabucury","Savanna",2009,476,"landuse"
"dabucury","Grassland",2009,39,"landuse"
"dabucury","Urban",2009,126,"landuse"
"dabucury","Forest",2010,87475,"landuse"
"dabucury","Schrub",2010,54,"landuse"
"dabucury","Savanna",2010,479,"landuse"
"dabucury","Grassland",2010,36,"landuse"
"dabucury","Urban",2010,126,"landuse"
"dabucury","Forest",2011,87468,"landuse"
"dabucury","Schrub",2011,51,"landuse"
"dabucury","Savanna",2011,497,"landuse"
"dabucury","Grassland",2011,28,"landuse"
"dabucury","Urban",2011,126,"landuse"
"dabucury","Forest",2012,87570,"landuse"
"dabucury","Schrub",2012,38,"landuse"
"dabucury","Savanna",2012,424,"landuse"
"dabucury","Grassland",2012,12,"landuse"
"dabucury","Urban",2012,126,"landuse"
"dabucury","Forest",2013,87601,"landuse"
"dabucury","Schrub",2013,28,"landuse"
"dabucury","Savanna",2013,405,"landuse"
"dabucury","Grassland",2013,10,"landuse"
"dabucury","Urban",2013,126,"landuse"
"dabucury","Forest",2014,87654,"landuse"
"dabucury","Schrub",2014,28,"landuse"
"dabucury","Savanna",2014,352,"landuse"
"dabucury","Grassland",2014,10,"landuse"
"dabucury","Urban",2014,126,"landuse"
"dabucury","Forest",2015,87629,"landuse"
"dabucury","Schrub",2015,78,"landuse"
"dabucury","Savanna",2015,316,"landuse"
"dabucury","Grassland",2015,21,"landuse"
"dabucury","Urban",2015,126,"landuse"
"dabucury","Forest",2016,87623,"landuse"
"dabucury","Schrub",2016,65,"landuse"
"dabucury","Savanna",2016,335,"landuse"
"dabucury","Grassland",2016,21,"landuse"
"dabucury","Urban",2016,126,"landuse"
"dabucury","Forest",2017,87660,"landuse"
"dabucury","Schrub",2017,44,"landuse"
"dabucury","Savanna",2017,314,"landuse"
"dabucury","Grassland",2017,26,"landuse"
"dabucury","Urban",2017,126,"landuse"
"dabucury","Forest",2018,87619,"landuse"
"dabucury","Schrub",2018,23,"landuse"
"dabucury","Savanna",2018,323,"landuse"
"dabucury","Grassland",2018,79,"landuse"
"dabucury","Urban",2018,126,"landuse"
"dabucury","Forest",2019,87622,"landuse"
"dabucury","Schrub",2019,13,"landuse"
"dabucury","Savanna",2019,339,"landuse"
"dabucury","Grassland",2019,70,"landuse"
"dabucury","Urban",2019,126,"landuse"
"dabucury","Forest",2020,87641,"landuse"
"dabucury","Schrub",2020,13,"landuse"
"dabucury","Savanna",2020,321,"landuse"
"dabucury","Grassland",2020,69,"landuse"
"dabucury","Urban",2020,126,"landuse"
"kaliawiri","Urban",2017,21,"vocation"
"kaliawiri","Cropland",2017,74716,"vocation"
"kaliawiri","Water bodies",2017,5850,"vocation"
"kaliawiri","Savanna",2017,42839,"vocation"
"kaliawiri","Forest",2017,367413,"vocation"
"kaliawiri","Forest",2001,357798,"landuse"
"kaliawiri","Schrub",2001,25,"landuse"
"kaliawiri","Savanna",2001,123047,"landuse"
"kaliawiri","Grassland",2001,6703,"landuse"
"kaliawiri","Wetland",2001,3095,"landuse"
"kaliawiri","Urban",2001,171,"landuse"
"kaliawiri","Forest",2002,357500,"landuse"
"kaliawiri","Savanna",2002,123511,"landuse"
"kaliawiri","Grassland",2002,6549,"landuse"
"kaliawiri","Wetland",2002,3108,"landuse"
"kaliawiri","Urban",2002,171,"landuse"
"kaliawiri","Forest",2003,357274,"landuse"
"kaliawiri","Savanna",2003,123938,"landuse"
"kaliawiri","Grassland",2003,6362,"landuse"
"kaliawiri","Wetland",2003,3094,"landuse"
"kaliawiri","Urban",2003,171,"landuse"
"kaliawiri","Forest",2004,357083,"landuse"
"kaliawiri","Savanna",2004,124003,"landuse"
"kaliawiri","Grassland",2004,6567,"landuse"
"kaliawiri","Wetland",2004,3015,"landuse"
"kaliawiri","Urban",2004,171,"landuse"
"kaliawiri","Forest",2005,357254,"landuse"
"kaliawiri","Savanna",2005,123635,"landuse"
"kaliawiri","Grassland",2005,6749,"landuse"
"kaliawiri","Wetland",2005,3030,"landuse"
"kaliawiri","Urban",2005,171,"landuse"
"kaliawiri","Forest",2006,357148,"landuse"
"kaliawiri","Savanna",2006,123273,"landuse"
"kaliawiri","Grassland",2006,7112,"landuse"
"kaliawiri","Wetland",2006,3135,"landuse"
"kaliawiri","Urban",2006,171,"landuse"
"kaliawiri","Forest",2007,356837,"landuse"
"kaliawiri","Schrub",2007,40,"landuse"
"kaliawiri","Savanna",2007,122756,"landuse"
"kaliawiri","Grassland",2007,7856,"landuse"
"kaliawiri","Wetland",2007,3179,"landuse"
"kaliawiri","Urban",2007,171,"landuse"
"kaliawiri","Forest",2008,356768,"landuse"
"kaliawiri","Schrub",2008,65,"landuse"
"kaliawiri","Savanna",2008,122342,"landuse"
"kaliawiri","Grassland",2008,8279,"landuse"
"kaliawiri","Wetland",2008,3214,"landuse"
"kaliawiri","Urban",2008,171,"landuse"
"kaliawiri","Forest",2009,357024,"landuse"
"kaliawiri","Schrub",2009,65,"landuse"
"kaliawiri","Savanna",2009,121773,"landuse"
"kaliawiri","Grassland",2009,8578,"landuse"
"kaliawiri","Wetland",2009,3228,"landuse"
"kaliawiri","Urban",2009,171,"landuse"
"kaliawiri","Forest",2010,357143,"landuse"
"kaliawiri","Schrub",2010,20,"landuse"
"kaliawiri","Savanna",2010,121553,"landuse"
"kaliawiri","Grassland",2010,8674,"landuse"
"kaliawiri","Wetland",2010,3278,"landuse"
"kaliawiri","Urban",2010,171,"landuse"
"kaliawiri","Forest",2011,357441,"landuse"
"kaliawiri","Schrub",2011,20,"landuse"
"kaliawiri","Savanna",2011,120680,"landuse"
"kaliawiri","Grassland",2011,9178,"landuse"
"kaliawiri","Wetland",2011,3349,"landuse"
"kaliawiri","Urban",2011,171,"landuse"
"kaliawiri","Forest",2012,357748,"landuse"
"kaliawiri","Schrub",2012,20,"landuse"
"kaliawiri","Savanna",2012,120009,"landuse"
"kaliawiri","Grassland",2012,9464,"landuse"
"kaliawiri","Wetland",2012,3427,"landuse"
"kaliawiri","Urban",2012,171,"landuse"
"kaliawiri","Forest",2013,357863,"landuse"
"kaliawiri","Schrub",2013,40,"landuse"
"kaliawiri","Savanna",2013,119057,"landuse"
"kaliawiri","Grassland",2013,10170,"landuse"
"kaliawiri","Wetland",2013,3538,"landuse"
"kaliawiri","Urban",2013,171,"landuse"
"kaliawiri","Forest",2014,358092,"landuse"
"kaliawiri","Schrub",2014,20,"landuse"
"kaliawiri","Savanna",2014,118282,"landuse"
"kaliawiri","Grassland",2014,10672,"landuse"
"kaliawiri","Wetland",2014,3602,"landuse"
"kaliawiri","Urban",2014,171,"landuse"
"kaliawiri","Forest",2015,358189,"landuse"
"kaliawiri","Schrub",2015,20,"landuse"
"kaliawiri","Savanna",2015,117068,"landuse"
"kaliawiri","Grassland",2015,11707,"landuse"
"kaliawiri","Wetland",2015,3684,"landuse"
"kaliawiri","Urban",2015,171,"landuse"
"kaliawiri","Forest",2016,358317,"landuse"
"kaliawiri","Schrub",2016,63,"landuse"
"kaliawiri","Savanna",2016,116320,"landuse"
"kaliawiri","Grassland",2016,12207,"landuse"
"kaliawiri","Wetland",2016,3761,"landuse"
"kaliawiri","Urban",2016,171,"landuse"
"kaliawiri","Forest",2017,358204,"landuse"
"kaliawiri","Schrub",2017,38,"landuse"
"kaliawiri","Savanna",2017,113763,"landuse"
"kaliawiri","Grassland",2017,14851,"landuse"
"kaliawiri","Wetland",2017,3812,"landuse"
"kaliawiri","Urban",2017,171,"landuse"
"kaliawiri","Forest",2018,358488,"landuse"
"kaliawiri","Savanna",2018,112022,"landuse"
"kaliawiri","Grassland",2018,16673,"landuse"
"kaliawiri","Wetland",2018,3485,"landuse"
"kaliawiri","Urban",2018,171,"landuse"
"kaliawiri","Forest",2019,358394,"landuse"
"kaliawiri","Savanna",2019,114437,"landuse"
"kaliawiri","Grassland",2019,14445,"landuse"
"kaliawiri","Wetland",2019,3392,"landuse"
"kaliawiri","Urban",2019,171,"landuse"
"kaliawiri","Forest",2020,357665,"landuse"
"kaliawiri","Schrub",2020,25,"landuse"
"kaliawiri","Savanna",2020,116245,"landuse"
"kaliawiri","Grassland",2020,13466,"landuse"
"kaliawiri","Wetland",2020,3267,"landuse"
"kaliawiri","Urban",2020,171,"landuse"
"monocha","Cropland",2017,40978,"vocation"
"monocha","Water bodies",2017,4220,"vocation"
"monocha","Forest",2017,376492,"vocation"
"monocha","Forest",2001,414515,"landuse"
"monocha","Savanna",2001,273,"landuse"
"monocha","Grassland",2001,3691,"landuse"
"monocha","Wetland",2001,3191,"landuse"
"monocha","Water bodies",2001,20,"landuse"
"monocha","Forest",2002,414946,"landuse"
"monocha","Savanna",2002,239,"landuse"
"monocha","Grassland",2002,3341,"landuse"
"monocha","Wetland",2002,3144,"landuse"
"monocha","Water bodies",2002,20,"landuse"
"monocha","Forest",2003,414785,"landuse"
"monocha","Savanna",2003,207,"landuse"
"monocha","Grassland",2003,3395,"landuse"
"monocha","Wetland",2003,3283,"landuse"
"monocha","Water bodies",2003,20,"landuse"
"monocha","Forest",2004,414561,"landuse"
"monocha","Savanna",2004,205,"landuse"
"monocha","Grassland",2004,3485,"landuse"
"monocha","Wetland",2004,3419,"landuse"
"monocha","Water bodies",2004,20,"landuse"
"monocha","Forest",2005,414532,"landuse"
"monocha","Schrub",2005,25,"landuse"
"monocha","Savanna",2005,306,"landuse"
"monocha","Grassland",2005,3350,"landuse"
"monocha","Wetland",2005,3457,"landuse"
"monocha","Water bodies",2005,20,"landuse"
"monocha","Forest",2006,414699,"landuse"
"monocha","Schrub",2006,25,"landuse"
"monocha","Savanna",2006,225,"landuse"
"monocha","Grassland",2006,3275,"landuse"
"monocha","Wetland",2006,3446,"landuse"
"monocha","Water bodies",2006,20,"landuse"
"monocha","Forest",2007,414657,"landuse"
"monocha","Schrub",2007,25,"landuse"
"monocha","Savanna",2007,241,"landuse"
"monocha","Grassland",2007,3301,"landuse"
"monocha","Wetland",2007,3446,"landuse"
"monocha","Water bodies",2007,20,"landuse"
"monocha","Forest",2008,414503,"landuse"
"monocha","Savanna",2008,374,"landuse"
"monocha","Grassland",2008,3384,"landuse"
"monocha","Wetland",2008,3409,"landuse"
"monocha","Water bodies",2008,20,"landuse"
"monocha","Forest",2009,414330,"landuse"
"monocha","Savanna",2009,420,"landuse"
"monocha","Grassland",2009,3514,"landuse"
"monocha","Wetland",2009,3406,"landuse"
"monocha","Water bodies",2009,20,"landuse"
"monocha","Forest",2010,413854,"landuse"
"monocha","Savanna",2010,550,"landuse"
"monocha","Grassland",2010,3809,"landuse"
"monocha","Wetland",2010,3457,"landuse"
"monocha","Water bodies",2010,20,"landuse"
"monocha","Forest",2011,413342,"landuse"
"monocha","Schrub",2011,25,"landuse"
"monocha","Savanna",2011,772,"landuse"
"monocha","Grassland",2011,4074,"landuse"
"monocha","Wetland",2011,3457,"landuse"
"monocha","Water bodies",2011,20,"landuse"
"monocha","Forest",2012,412844,"landuse"
"monocha","Schrub",2012,41,"landuse"
"monocha","Savanna",2012,997,"landuse"
"monocha","Grassland",2012,4356,"landuse"
"monocha","Wetland",2012,3432,"landuse"
"monocha","Water bodies",2012,20,"landuse"
"monocha","Forest",2013,413079,"landuse"
"monocha","Schrub",2013,77,"landuse"
"monocha","Savanna",2013,875,"landuse"
"monocha","Grassland",2013,4254,"landuse"
"monocha","Wetland",2013,3385,"landuse"
"monocha","Water bodies",2013,20,"landuse"
"monocha","Forest",2014,413197,"landuse"
"monocha","Schrub",2014,163,"landuse"
"monocha","Savanna",2014,639,"landuse"
"monocha","Grassland",2014,4191,"landuse"
"monocha","Wetland",2014,3480,"landuse"
"monocha","Water bodies",2014,20,"landuse"
"monocha","Forest",2015,413545,"landuse"
"monocha","Schrub",2015,179,"landuse"
"monocha","Savanna",2015,637,"landuse"
"monocha","Grassland",2015,3797,"landuse"
"monocha","Wetland",2015,3512,"landuse"
"monocha","Water bodies",2015,20,"landuse"
"monocha","Forest",2016,413803,"landuse"
"monocha","Schrub",2016,154,"landuse"
"monocha","Savanna",2016,619,"landuse"
"monocha","Grassland",2016,3587,"landuse"
"monocha","Wetland",2016,3507,"landuse"
"monocha","Water bodies",2016,20,"landuse"
"monocha","Forest",2017,412911,"landuse"
"monocha","Schrub",2017,223,"landuse"
"monocha","Savanna",2017,879,"landuse"
"monocha","Grassland",2017,3975,"landuse"
"monocha","Wetland",2017,3682,"landuse"
"monocha","Water bodies",2017,20,"landuse"
"monocha","Forest",2018,412912,"landuse"
"monocha","Schrub",2018,223,"landuse"
"monocha","Savanna",2018,860,"landuse"
"monocha","Grassland",2018,3940,"landuse"
"monocha","Wetland",2018,3735,"landuse"
"monocha","Water bodies",2018,20,"landuse"
"monocha","Forest",2019,413953,"landuse"
"monocha","Schrub",2019,102,"landuse"
"monocha","Savanna",2019,264,"landuse"
"monocha","Grassland",2019,3743,"landuse"
"monocha","Wetland",2019,3608,"landuse"
